Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
31 RUE DES CAPUCINS,69381,Lyon 1er Arrondissement,69381000AR0030,45.769694,4.835674,0.7643934343434343,0.518238211143695,31 Rue des Capucins 69001 Lyon,housenumber,69381_1245_00031,31,31 Rue des Capucins,Rue des Capucins,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AC0031,45.772008,4.824288,0.7729893506493506,0.534120909090909,31 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00031,31,31 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE DU BAT D ARGENT,69381,Lyon 1er Arrondissement,69381000AS0046,45.766177,4.837645,0.7821245454545455,,31 Rue du Bat d'Argent 69001 Lyon,housenumber,69381_0700_00031,31,31 Rue du Bat d'Argent,Rue du Bat d'Argent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AE0140,45.772193,4.829188,0.7800204075235109,0.5186988311688311,31 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00031,31,31 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE IMBERT COLOMES,69381,Lyon 1er Arrondissement,69381000AO0077,45.771574,4.834708,0.77925131661442,,31 Rue Imbert Colomès 69001 Lyon,housenumber,69381_3600_00031,31,31 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE ROMARIN,69381,Lyon 1er Arrondissement,69381000AS0001,45.768151,4.834252,0.7178524793388429,,31 Rue Romarin 69001 Lyon,housenumber,69381_6115_00031,31,31 Rue Romarin,Rue Romarin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
32 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AP0062,45.770354,4.83305,0.7208315702479339,,32 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00032,32,32 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
32 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AO0116,45.771038,4.834957,0.8201525798525797,,32 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00032,32,32 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
32 RUE DU PRESIDENT EDOUARD HERRIOT,69381,Lyon 1er Arrondissement,69381000AV0059,45.765974,4.834265,0.775836067653277,,32 Rue Président Edouard Herriot 69001 Lyon,housenumber,69381_5720_00032,32,32 Rue Président Edouard Herriot,Rue Président Edouard Herriot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE NEYRET,69381,Lyon 1er Arrondissement,69381000AK0025,45.771387,4.830815,0.705317012987013,0.39451489510489507,33 Rue Neyret 69001 Lyon,housenumber,69381_5035_00033,33,33 Rue Neyret,Rue Neyret,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 B COURS GENERAL GIRAUD,69381,Lyon 1er Arrondissement,69381000AB0165,45.768987,4.819602,0.6635278787878787,,33bis Cours Général Giraud 69001 Lyon,housenumber,69381_3130_00033_bis,33bis,33bis Cours Général Giraud,Cours Général Giraud,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0005,45.768456,4.824896,0.7808485893416928,,33 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00033,33,33 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE DE LA MARTINIERE,69381,Lyon 1er Arrondissement,69381000AP0164,45.76824,4.831454,0.7877305571847506,,33 Rue de la Martinière 69001 Lyon,housenumber,69381_4615_00033,33,33 Rue de la Martinière,Rue de la Martinière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE IMBERT COLOMES,69381,Lyon 1er Arrondissement,69381000AO0076,45.771588,4.834902,0.77925131661442,,33 Rue Imbert Colomès 69001 Lyon,housenumber,69381_3600_00033,33,33 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE PAUL CHENAVARD,69381,Lyon 1er Arrondissement,69381000AV0042,45.765609,4.83314,0.7790058620689655,,33 Rue Paul Chenavard 69001 Lyon,housenumber,69381_5275_00033,33,33 Rue Paul Chenavard,Rue Paul Chenavard,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE RENE LEYNAUD,69381,Lyon 1er Arrondissement,69381000AR0016,45.770019,4.834697,0.7651979797979798,,33 Rue René Leynaud 69001 Lyon,housenumber,69381_5990_00033,33,33 Rue René Leynaud,Rue René Leynaud,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE ROYALE,69381,Lyon 1er Arrondissement,69381000AR0135,45.769883,4.837275,0.7062106493506493,,33 Rue Royale 69001 Lyon,housenumber,69381_6180_00033,33,33 Rue Royale,Rue Royale,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
33 RUE SERGENT BLANDAN,69381,Lyon 1er Arrondissement,69381000AP0184,45.768997,4.831985,0.7851472727272727,0.5246625252525252,33 Rue Sergent Blandan 69001 Lyon,housenumber,69381_6735_00033,33,33 Rue Sergent Blandan,Rue Sergent Blandan,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 BOULEVARD DE LA CROIX ROUSSE,69381,Lyon 1er Arrondissement,69381000AC0005,45.77301,4.821977,0.8301907692307692,,34 Boulevard de la Croix-Rousse 69001 Lyon,housenumber,69381_2005_00034,34,34 Boulevard de la Croix-Rousse,Boulevard de la Croix-Rousse,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0009,45.768474,4.825228,0.7808485893416928,,34 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00034,34,34 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AK0029,45.772291,4.830357,0.7800204075235109,0.5186988311688311,34 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00034,34,34 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 RUE DU PRESIDENT EDOUARD HERRIOT,69381,Lyon 1er Arrondissement,69381000AV0058,45.765836,4.834257,0.775836067653277,,34 Rue Président Edouard Herriot 69001 Lyon,housenumber,69381_5720_00034,34,34 Rue Président Edouard Herriot,Rue Président Edouard Herriot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 RUE JEAN BAPTISTE SAY,69381,Lyon 1er Arrondissement,69381000AO0226,45.772716,4.832712,0.7920090909090909,,34 Rue Jean-Baptiste Say 69001 Lyon,housenumber,69381_3690_00034,34,34 Rue Jean-Baptiste Say,Rue Jean-Baptiste Say,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
34 RUE PIERRE DUPONT,69381,Lyon 1er Arrondissement,69381000AB0030,45.770892,4.819884,0.7711457142857142,,34 Rue Pierre Dupont 69001 Lyon,housenumber,69381_5480_00034,34,34 Rue Pierre Dupont,Rue Pierre Dupont,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0010,45.768486,4.825479,0.7808485893416928,,35 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00035,35,35 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AO0109,45.770607,4.834708,0.7208315702479339,,35 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00035,35,35 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AE0038,45.771994,4.824702,0.7729893506493506,0.534120909090909,35 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00035,35,35 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AO0187,45.770934,4.832657,0.8201525798525797,,35 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00035,35,35 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE IMBERT COLOMES,69381,Lyon 1er Arrondissement,69381000AO0075,45.771603,4.835128,0.77925131661442,,35 Rue Imbert Colomès 69001 Lyon,housenumber,69381_3600_00035,35,35 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE PAUL CHENAVARD,69381,Lyon 1er Arrondissement,69381000AV0041,45.765511,4.833151,0.7790058620689655,,35 Rue Paul Chenavard 69001 Lyon,housenumber,69381_5275_00035,35,35 Rue Paul Chenavard,Rue Paul Chenavard,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
35 RUE PIERRE DUPONT,69381,Lyon 1er Arrondissement,69381000AC0052,45.771712,4.821892,0.7711457142857142,,35 Rue Pierre Dupont 69001 Lyon,housenumber,69381_5480_00035,35,35 Rue Pierre Dupont,Rue Pierre Dupont,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
36 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0011,45.76855,4.825805,0.7808485893416928,,36 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00036,36,36 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
36 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AR0001,45.770457,4.834137,0.7208315702479339,,36 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00036,36,36 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
36 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AD0009,45.771892,4.825029,0.7729893506493506,0.534120909090909,36 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00036,36,36 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
36 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AK0071,45.772367,4.830634,0.7800204075235109,0.5186988311688311,36 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00036,36,36 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
37 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0173,45.768476,4.826149,0.7808485893416928,,37 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00037,37,37 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
37 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AO0106,45.770626,4.834905,0.7208315702479339,,37 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00037,37,37 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
37 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AE0039,45.771988,4.824869,0.7729893506493506,0.534120909090909,37 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00037,37,37 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
37 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AO0186,45.770947,4.832823,0.8201525798525797,,37 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00037,37,37 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
37 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AL0173,45.772335,4.830144,0.7800204075235109,0.5186988311688311,37 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00037,37,37 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AR0004,45.770487,4.834438,0.7208315702479339,,38 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00038,38,38 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE DE L ARBRE SEC,69381,Lyon 1er Arrondissement,69381000AS0049,45.766701,4.837353,0.7781767711598746,,38 Rue de l'Arbre Sec 69001 Lyon,housenumber,69381_0425_00038,38,38 Rue de l'Arbre Sec,Rue de l'Arbre Sec,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AD0010,45.771888,4.825168,0.7729893506493506,0.534120909090909,38 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00038,38,38 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AK0031,45.772511,4.831125,0.7800204075235109,0.5186988311688311,38 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00038,38,38 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE DU PRESIDENT EDOUARD HERRIOT,69381,Lyon 1er Arrondissement,69381000AV0055,45.765546,4.83424,0.775836067653277,,38 Rue Président Edouard Herriot 69001 Lyon,housenumber,69381_5720_00038,38,38 Rue Président Edouard Herriot,Rue Président Edouard Herriot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
38 RUE PIERRE DUPONT,69381,Lyon 1er Arrondissement,69381000AB0055,45.771032,4.820289,0.7711457142857142,,38 Rue Pierre Dupont 69001 Lyon,housenumber,69381_5480_00038,38,38 Rue Pierre Dupont,Rue Pierre Dupont,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
39 RUE RENE LEYNAUD,69381,Lyon 1er Arrondissement,69381000AR0014,45.770142,4.835376,0.7651979797979798,,39 Rue René Leynaud 69001 Lyon,housenumber,69381_5990_00039,39,39 Rue René Leynaud,Rue René Leynaud,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
39 COURS GENERAL GIRAUD,69381,Lyon 1er Arrondissement,69381000AB0056,45.769335,4.822216,0.7906051026392961,,39 Cours Général Giraud 69001 Lyon,housenumber,69381_3130_00039,39,39 Cours Général Giraud,Cours Général Giraud,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
1 RUE LAVOISIER | 3 RUE LAVOISIER | 71 RUE DES RANCY | 6 PLACE PIERRE RENAUDEL | 162 RUE PAUL BERT | 76 BOULEVARD MARIUS VIVIER MERLE,69383,Lyon 3e Arrondissement,69383000AS0012,45.756653,4.858622,0.29108059701492534,0.2233046947082768,Boulevard Marius Vivier-Merle 69003 Lyon,street,69383_7520,,Boulevard Marius Vivier-Merle,Boulevard Marius Vivier-Merle,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
39 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AI0171,45.768429,4.826483,0.7808485893416928,,39 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00039,39,39 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
39 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AO0105,45.770653,4.835166,0.7208315702479339,,39 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00039,39,39 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
39 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AE0041,45.771982,4.825025,0.7729893506493506,0.534120909090909,39 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00039,39,39 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 GRANDE RUE DES FEUILLANTS,69381,Lyon 1er Arrondissement,69381000AR0174,45.770248,4.836881,0.8044131168831169,0.561679645232816,4 Grande Rue des Feuillants 69001 Lyon,housenumber,69381_2745_00004,4,4 Grande Rue des Feuillants,Grande Rue des Feuillants,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 IMPASSE DE VAUZELLES,69381,Lyon 1er Arrondissement,69381000AE0021,45.773328,4.826763,0.7771309090909091,0.5188786501377409,4 Impasse de Vauzelles 69001 Lyon,housenumber,69381_7290_00004,4,4 Impasse de Vauzelles,Impasse de Vauzelles,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 IMPASSE FLESSELLES,69381,Lyon 1er Arrondissement,69381000AH0072,45.77036,4.825897,0.7648448051948051,0.45683406417112293,4 Impasse Flesselles 69001 Lyon,housenumber,69381_2780_00004,4,4 Impasse Flesselles,Impasse Flesselles,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 PETITE RUE DES FEUILLANTS,69381,Lyon 1er Arrondissement,69381000AR0141,45.769331,4.836641,0.8049485714285715,0.5611441906873614,4 Petite Rue des Feuillants 69001 Lyon,housenumber,69381_2750_00004,4,4 Petite Rue des Feuillants,Petite Rue des Feuillants,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 PLACE CHARDONNET,69381,Lyon 1er Arrondissement,69381000AO0123,45.770703,4.833832,0.7491588811188811,,4 Place Chardonnet 69001 Lyon,housenumber,69381_1470_00004,4,4 Place Chardonnet,Place Chardonnet,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 PLACE COLBERT,69381,Lyon 1er Arrondissement,69381000AO0032,45.772834,4.834193,0.7231031225296441,,4 Place Colbert 69001 Lyon,housenumber,69381_1780_00004,4,4 Place Colbert,Place Colbert,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 PLACE DES TERREAUX,69381,Lyon 1er Arrondissement,69381000AT0064,45.767802,4.833643,0.7702520779220778,0.47267203208556147,4 Place des Terreaux 69001 Lyon,housenumber,69381_6950_00004,4,4 Place des Terreaux,Place des Terreaux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 PLACE TOBIE ROBATEL,69381,Lyon 1er Arrondissement,69381000AT0156,45.768019,4.831238,0.7727049529780564,,4 Place Tobie Robatel 69001 Lyon,housenumber,69381_7020_00004,4,4 Place Tobie Robatel,Place Tobie Robatel,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE AUDRAN,69381,Lyon 1er Arrondissement,69381000AM0007,45.774132,4.835026,0.6875299999999999,,4 Rue Audran 69001 Lyon,housenumber,69381_0525_00004,4,4 Rue Audran,Rue Audran,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE CHAVANNE,69381,Lyon 1er Arrondissement,69381000AV0018,45.765429,4.832279,0.7145297520661157,,4 Rue Chavanne 69001 Lyon,housenumber,69381_1585_00004,4,4 Rue Chavanne,Rue Chavanne,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE COUSTOU,69381,Lyon 1er Arrondissement,69381000AR0047,45.769279,4.835082,0.6983806493506494,,4 Rue Coustou 69001 Lyon,housenumber,69381_1955_00004,4,4 Rue Coustou,Rue Coustou,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE D ALSACE LORRAINE,69381,Lyon 1er Arrondissement,69381000AN0004,45.772173,4.83687,0.7871614662756597,,4 Rue d'Alsace-Lorraine 69001 Lyon,housenumber,69381_0190_00004,4,4 Rue d'Alsace-Lorraine,Rue d'Alsace-Lorraine,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DE LA BOURSE,69381,Lyon 1er Arrondissement,69381000AV0074,45.76568,4.83678,0.7473161538461538,,4 Rue de la Bourse 69001 Lyon,housenumber,69381_1100_00004,4,4 Rue de la Bourse,Rue de la Bourse,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DE LA MARTINIERE,69381,Lyon 1er Arrondissement,69381000AI0133,45.768152,4.828511,0.7818654545454545,,4 Rue de la Martinière 69001 Lyon,housenumber,69381_4615_00004,4,4 Rue de la Martinière,Rue de la Martinière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DE LA MUETTE | 2 RUE DE LA MUETTE,69381,Lyon 1er Arrondissement,69381000AB0073,45.768161,4.819024,0.4552067676767676,,4 Rue de la Muette 69001 Lyon,housenumber,69381_4970_00004,4,4 Rue de la Muette,Rue de la Muette,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DE LA REPUBLIQUE,69381,Lyon 1er Arrondissement,69381000AS0102,45.766836,4.835872,0.7809827272727272,,4 Rue de la République 69001 Lyon,housenumber,69381_6005_00004,4,4 Rue de la République,Rue de la République,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DE THOU,69381,Lyon 1er Arrondissement,69381000AR0114,45.769663,4.836735,0.6992088311688311,,4 Rue de Thou 69001 Lyon,housenumber,69381_7005_00004,4,4 Rue de Thou,Rue de Thou,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DES CAPUCINS,69381,Lyon 1er Arrondissement,69381000AP0122,45.769035,4.832723,0.7566234265734265,0.5338784848484848,4 Rue des Capucins 69001 Lyon,housenumber,69381_1245_00004,4,4 Rue des Capucins,Rue des Capucins,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DES FANTASQUES,69381,Lyon 1er Arrondissement,69381000AM0053,45.773577,4.836781,0.7659875324675324,0.6313748093841642,4 Rue des Fantasques 69001 Lyon,housenumber,69381_2650_00004,4,4 Rue des Fantasques,Rue des Fantasques,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AK0040,45.770852,4.831412,0.8160575757575758,,4 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00004,4,4 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DESIREE | 7 RUE PUITS GAILLOT,69381,Lyon 1er Arrondissement,69381000AS0009,45.767918,4.834921,0.47298784922394677,0.386910598669623,Rue Puits Gaillot 69001 Lyon,street,69381_5855,,Rue Puits Gaillot,Rue Puits Gaillot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
4 RUE DIDEROT,69381,Lyon 1er Arrondissement,69381000AO0087,45.771873,4.833653,0.7027233766233766,,4 Rue Diderot 69001 Lyon,housenumber,69381_2185_00004,4,4 Rue Diderot,Rue Diderot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
