Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
27 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AB0063,45.768431,4.822995,0.7808485893416928,,27 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00027,27,27 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE BOUTEILLE,69381,Lyon 1er Arrondissement,69381000AI0272,45.769213,4.829113,0.7381636363636364,,27 Rue Bouteille 69001 Lyon,housenumber,69381_1105_00027,27,27 Rue Bouteille,Rue Bouteille,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE DE CRIMEE,69381,Lyon 1er Arrondissement,69381000AL0007,45.77353,4.830196,0.7383418181818181,,27 Rue de Crimée 69001 Lyon,housenumber,69381_1990_00027,27,27 Rue de Crimée,Rue de Crimée,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE DE L ARBRE SEC,69381,Lyon 1er Arrondissement,69381000AS0039,45.766758,4.83741,0.7781767711598746,,27 Rue de l'Arbre Sec 69001 Lyon,housenumber,69381_0425_00027,27,27 Rue de l'Arbre Sec,Rue de l'Arbre Sec,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE DE LA MARTINIERE,69381,Lyon 1er Arrondissement,69381000AI0122,45.76827,4.830323,0.7877305571847506,,27 Rue de la Martinière 69001 Lyon,housenumber,69381_4615_00027,27,27 Rue de la Martinière,Rue de la Martinière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE IMBERT COLOMES,69381,Lyon 1er Arrondissement,69381000AO0079,45.771548,4.834326,0.77925131661442,,27 Rue Imbert Colomès 69001 Lyon,housenumber,69381_3600_00027,27,27 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE LANTERNE,69381,Lyon 1er Arrondissement,69381000AV0020,45.765703,4.832034,0.7284603952569169,,27 Rue Lanterne 69001 Lyon,housenumber,69381_4140_00027,27,27 Rue Lanterne,Rue Lanterne,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE NEYRET,69381,Lyon 1er Arrondissement,69381000AK0021,45.771413,4.830428,0.705317012987013,0.39451489510489507,27 Rue Neyret 69001 Lyon,housenumber,69381_5035_00027,27,27 Rue Neyret,Rue Neyret,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE PAUL CHENAVARD,69381,Lyon 1er Arrondissement,69381000AV0045,45.765903,4.833108,0.7790058620689655,,27 Rue Paul Chenavard 69001 Lyon,housenumber,69381_5275_00027,27,27 Rue Paul Chenavard,Rue Paul Chenavard,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE RENE LEYNAUD | 29 RUE RENE LEYNAUD,69381,Lyon 1er Arrondissement,69381000AR0018,45.769941,4.834169,0.464316827852998,,27 Rue René Leynaud 69001 Lyon,housenumber,69381_5990_00027,27,27 Rue René Leynaud,Rue René Leynaud,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE ROMARIN,69381,Lyon 1er Arrondissement,69381000AS0121,45.768367,4.834409,0.7178524793388429,,27 Rue Romarin 69001 Lyon,housenumber,69381_6115_00027,27,27 Rue Romarin,Rue Romarin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 BOULEVARD DE LA CROIX ROUSSE | 2 RUE CARQUILLAT | 4 RUE CARQUILLAT,69381,Lyon 1er Arrondissement,69381000AC0001,45.772696,4.820947,0.47191890410958903,0.2505665643447461,28 Boulevard de la Croix-Rousse 69001 Lyon,housenumber,69381_2005_00028,28,28 Boulevard de la Croix-Rousse,Boulevard de la Croix-Rousse,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 MONTEE DES CARMELITES,69381,Lyon 1er Arrondissement,69381000AH0057,45.770122,4.829065,0.7937345454545454,,28 Montée des Carmélites 69001 Lyon,housenumber,69381_1255_00028,28,28 Montée des Carmélites,Montée des Carmélites,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AB0062,45.768373,4.823218,0.7808485893416928,,28 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00028,28,28 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AP0055,45.770292,4.832467,0.7208315702479339,,28 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00028,28,28 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AO0114,45.771003,4.834618,0.8201525798525797,,28 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00028,28,28 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AK0103,45.772167,4.8297,0.7800204075235109,0.5186988311688311,28 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00028,28,28 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
28 RUE SERGENT BLANDAN,69381,Lyon 1er Arrondissement,69381000AI0115,45.768755,4.829786,0.7851472727272727,0.5246625252525252,28 Rue Sergent Blandan 69001 Lyon,housenumber,69381_6735_00028,28,28 Rue Sergent Blandan,Rue Sergent Blandan,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 B RUE NEYRET,69381,Lyon 1er Arrondissement,69381000AK0078,45.771494,4.829899,0.5302746640316205,0.3695398701298701,Rue Neyret 69001 Lyon,street,69381_5035,,Rue Neyret,Rue Neyret,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AB0061,45.768357,4.82353,0.7808485893416928,,29 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00029,29,29 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE BOUTEILLE,69381,Lyon 1er Arrondissement,69381000AI0076,45.769242,4.829245,0.7381636363636364,,29 Rue Bouteille 69001 Lyon,housenumber,69381_1105_00029,29,29 Rue Bouteille,Rue Bouteille,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE DE CRIMEE,69381,Lyon 1er Arrondissement,69381000AL0008,45.773535,4.830408,0.7383418181818181,,29 Rue de Crimée 69001 Lyon,housenumber,69381_1990_00029,29,29 Rue de Crimée,Rue de Crimée,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE DE LA MARTINIERE,69381,Lyon 1er Arrondissement,69381000AP0172,45.768255,4.830802,0.7877305571847506,,29 Rue de la Martinière 69001 Lyon,housenumber,69381_4615_00029,29,29 Rue de la Martinière,Rue de la Martinière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE DES CAPUCINS,69381,Lyon 1er Arrondissement,69381000AR0031,45.769676,4.835582,0.7643934343434343,0.518238211143695,29 Rue des Capucins 69001 Lyon,housenumber,69381_1245_00029,29,29 Rue des Capucins,Rue des Capucins,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE DU BAT D ARGENT,69381,Lyon 1er Arrondissement,69381000AS0125,45.766165,4.83745,0.7821245454545455,,29 Rue du Bat d'Argent 69001 Lyon,housenumber,69381_0700_00029,29,29 Rue du Bat d'Argent,Rue du Bat d'Argent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AE0137,45.772181,4.828993,0.7800204075235109,0.5186988311688311,29 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00029,29,29 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE IMBERT COLOMES,69381,Lyon 1er Arrondissement,69381000AO0078,45.77156,4.834507,0.77925131661442,,29 Rue Imbert Colomès 69001 Lyon,housenumber,69381_3600_00029,29,29 Rue Imbert Colomès,Rue Imbert Colomès,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE LANTERNE,69381,Lyon 1er Arrondissement,69381000AV0019,45.765581,4.832075,0.7284603952569169,,29 Rue Lanterne 69001 Lyon,housenumber,69381_4140_00029,29,29 Rue Lanterne,Rue Lanterne,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE PAUL CHENAVARD,69381,Lyon 1er Arrondissement,69381000AV0044,45.765805,4.833118,0.7790058620689655,,29 Rue Paul Chenavard 69001 Lyon,housenumber,69381_5275_00029,29,29 Rue Paul Chenavard,Rue Paul Chenavard,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE ROMARIN,69381,Lyon 1er Arrondissement,69381000AS0002,45.768274,4.834317,0.7178524793388429,,29 Rue Romarin 69001 Lyon,housenumber,69381_6115_00029,29,29 Rue Romarin,Rue Romarin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
29 RUE ROYALE,69381,Lyon 1er Arrondissement,69381000AR0130,45.770244,4.837288,0.7062106493506493,,29 Rue Royale 69001 Lyon,housenumber,69381_6180_00029,29,29 Rue Royale,Rue Royale,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PETITE RUE DES FEUILLANTS,69381,Lyon 1er Arrondissement,69381000AR0118,45.769352,4.836555,0.8049485714285715,0.5611441906873614,3 Petite Rue des Feuillants 69001 Lyon,housenumber,69381_2750_00003,3,3 Petite Rue des Feuillants,Petite Rue des Feuillants,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PLACE CROIX PAQUET,69381,Lyon 1er Arrondissement,69381000AR0109,45.769911,4.836058,0.7659875324675324,,3 Place Croix-Paquet 69001 Lyon,housenumber,69381_2000_00003,3,3 Place Croix-Paquet,Place Croix-Paquet,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PLACE DES TERREAUX,69381,Lyon 1er Arrondissement,69381000AT0066,45.767811,4.833724,0.7702520779220778,0.47267203208556147,3 Place des Terreaux 69001 Lyon,housenumber,69381_6950_00003,3,3 Place des Terreaux,Place des Terreaux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PLACE DU GRIFFON,69381,Lyon 1er Arrondissement,69381000AR0117,45.769304,4.836158,0.7491588811188811,0.5075545454545454,3 Place du Griffon 69001 Lyon,housenumber,69381_3350_00003,3,3 Place du Griffon,Place du Griffon,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PLACE MEISSONIER,69381,Lyon 1er Arrondissement,69381000AV0027,45.766053,4.832733,0.7214161279461279,,3 Place Meissonnier 69001 Lyon,housenumber,69381_4710_00003,3,3 Place Meissonnier,Place Meissonnier,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 PLACE SATHONAY,69381,Lyon 1er Arrondissement,69381000AP0242,45.76927,4.830706,0.7323772727272726,,3 Place Sathonay 69001 Lyon,housenumber,69381_6680_00003,3,3 Place Sathonay,Place Sathonay,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 QUAI JEAN MOULIN,69381,Lyon 1er Arrondissement,69381000AS0028,45.767427,4.837801,0.7519143356643356,0.2696356643356643,3 Quai Jean Moulin 69001 Lyon,housenumber,69381_3800_00003,3,3 Quai Jean Moulin,Quai Jean Moulin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE ADAMOLI,69381,Lyon 1er Arrondissement,69381000AM0117,45.772784,4.835708,0.696058831168831,,3 Rue Adamoli 69001 Lyon,housenumber,69381_0055_00003,3,3 Rue Adamoli,Rue Adamoli,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE BOUTEILLE | 5 RUE BOUTEILLE,69381,Lyon 1er Arrondissement,69381000AI0161,45.769016,4.827505,0.4526158508158508,,3 Rue Bouteille 69001 Lyon,housenumber,69381_1105_00003,3,3 Rue Bouteille,Rue Bouteille,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AK0046,45.770265,4.831426,0.7090251948051948,,3 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00003,3,3 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE CAMILLE JORDAN,69381,Lyon 1er Arrondissement,69381000AO0135,45.771165,4.834314,0.760993896103896,,3 Rue Camille Jordan 69001 Lyon,housenumber,69381_1205_00003,3,3 Rue Camille Jordan,Rue Camille Jordan,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE CHAVANNE,69381,Lyon 1er Arrondissement,69381000AV0034,45.765443,4.832616,0.7145297520661157,,3 Rue Chavanne 69001 Lyon,housenumber,69381_1585_00003,3,3 Rue Chavanne,Rue Chavanne,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DE L ABBE ROZIER,69381,Lyon 1er Arrondissement,69381000AR0039,45.769549,4.834054,0.7752881818181818,,3 Rue de l'Abbé Rozier 69001 Lyon,housenumber,69381_6185_00003,3,3 Rue de l'Abbé Rozier,Rue de l'Abbé Rozier,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DE LA FROMAGERIE,69381,Lyon 1er Arrondissement,69381000AV0103,45.764949,4.83352,0.7763027272727273,,3 Rue de la Fromagerie 69001 Lyon,housenumber,69381_2915_00003,3,3 Rue de la Fromagerie,Rue de la Fromagerie,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DE LA POUDRIERE,69381,Lyon 1er Arrondissement,69381000AB0166,45.771131,4.81651,0.7721694984326019,,3 Rue de la Poudrière 69001 Lyon,housenumber,69381_5670_00003,3,3 Rue de la Poudrière,Rue de la Poudrière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DE LA REPUBLIQUE,69381,Lyon 1er Arrondissement,69381000AS0076,45.76697,4.836161,0.7809827272727272,,3 Rue de la République 69001 Lyon,housenumber,69381_6005_00003,3,3 Rue de la République,Rue de la République,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DE LA VIEILLE,69381,Lyon 1er Arrondissement,69381000AI0016,45.768802,4.826083,0.7621688888888888,0.5131841046831955,3 Rue de la Vieille 69001 Lyon,housenumber,69381_7430_00003,3,3 Rue de la Vieille,Rue de la Vieille,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DES AUGUSTINS,69381,Lyon 1er Arrondissement,69381000AT0013,45.767401,4.83002,0.7596843434343434,,3 Rue des Augustins 69001 Lyon,housenumber,69381_0555_00003,3,3 Rue des Augustins,Rue des Augustins,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DES CAPUCINS,69381,Lyon 1er Arrondissement,69381000AP0294,45.769092,4.832627,0.7566234265734265,0.5475637243401759,3 Rue des Capucins 69001 Lyon,housenumber,69381_1245_00003,3,3 Rue des Capucins,Rue des Capucins,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE HIPPOLYTE FLANDRIN,69381,Lyon 1er Arrondissement,69381000AP0173,45.768577,4.830499,0.7934881818181817,,3 Rue Hippolyte Flandrin 69001 Lyon,housenumber,69381_3555_00003,3,3 Rue Hippolyte Flandrin,Rue Hippolyte Flandrin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE LEMOT,69381,Lyon 1er Arrondissement,69381000AO0039,45.772393,4.833535,0.6757195693779905,,3 Rue Lemot 69001 Lyon,housenumber,69381_4205_00003,3,3 Rue Lemot,Rue Lemot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE LORETTE,69381,Lyon 1er Arrondissement,69381000AR0154,45.769096,4.835551,0.6999097402597402,,3 Rue Lorette 69001 Lyon,housenumber,69381_4280_00003,3,3 Rue Lorette,Rue Lorette,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 MONTEE SAINT SEBASTIEN,69381,Lyon 1er Arrondissement,69381000AR0011,45.770466,4.835814,0.7997680165289256,,30 Montée Saint Sébastien 69001 Lyon,housenumber,69381_6560_00030,30,30 Montée Saint Sébastien,Montée Saint Sébastien,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE LOUIS VITET,69381,Lyon 1er Arrondissement,69381000AP0171,45.768562,4.830991,0.7407672727272727,,3 Rue Louis Vitet 69001 Lyon,housenumber,69381_4365_00003,3,3 Rue Louis Vitet,Rue Louis Vitet,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE MOTTET DE GERANDO | 2 RUE BODIN,69381,Lyon 1er Arrondissement,69381000AM0036,45.774052,4.835705,0.5822512262156448,0.32943416490486255,3 Rue Mottet de Gérando 69001 Lyon,housenumber,69381_4935_00003,3,3 Rue Mottet de Gérando,Rue Mottet de Gérando,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE ORNANO,69381,Lyon 1er Arrondissement,69381000AE0047,45.7722,4.825836,0.6912154545454544,,3 Rue Ornano 69001 Lyon,housenumber,69381_5155_00003,3,3 Rue Ornano,Rue Ornano,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE PIERRE BLANC,69381,Lyon 1er Arrondissement,69381000AH0031,45.770541,4.826868,0.7558243356643356,,3 Rue Pierre Blanc 69001 Lyon,housenumber,69381_5460_00003,3,3 Rue Pierre Blanc,Rue Pierre Blanc,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE PIZAY,69381,Lyon 1er Arrondissement,69381000AS0112,45.766857,4.834897,0.6768613875598085,,3 Rue Pizay 69001 Lyon,housenumber,69381_5575_00003,3,3 Rue Pizay,Rue Pizay,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE PLENEY,69381,Lyon 1er Arrondissement,69381000AV0050,45.765691,4.833475,0.6875299999999999,,3 Rue Pléney 69001 Lyon,housenumber,69381_5610_00003,3,3 Rue Pléney,Rue Pléney,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE POUTEAU,69381,Lyon 1er Arrondissement,69381000AO0041,45.772376,4.833132,0.7058742857142857,,3 Rue Pouteau 69001 Lyon,housenumber,69381_5680_00003,3,3 Rue Pouteau,Rue Pouteau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE ROMARIN,69381,Lyon 1er Arrondissement,69381000AR0096,45.769337,4.835614,0.7060461038961039,,3 Rue Romarin 69001 Lyon,housenumber,69381_6115_00003,3,3 Rue Romarin,Rue Romarin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE SAINT CLAUDE | 8 RUE DU GRIFFON | 10 RUE DU GRIFFON | 5 RUE SAINT CLAUDE,69381,Lyon 1er Arrondissement,69381000AR0078,45.76901,4.8357,0.27630272727272726,0.17767377104377102,3 Rue Saint Claude 69001 Lyon,housenumber,69381_6290_00003,3,3 Rue Saint Claude,Rue Saint Claude,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE SAINTE CATHERINE,69381,Lyon 1er Arrondissement,69381000AP0161,45.768175,4.832307,0.7826036363636364,,3 Rue Sainte Catherine 69001 Lyon,housenumber,69381_6610_00003,3,3 Rue Sainte Catherine,Rue Sainte Catherine,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE SAINTE MARIE DES TERREAUX,69381,Lyon 1er Arrondissement,69381000AP0146,45.768547,4.832709,0.8209325874125873,0.40720603305785125,3 Rue Sainte Marie des Terreaux 69001 Lyon,housenumber,69381_6645_00003,3,3 Rue Sainte Marie des Terreaux,Rue Sainte Marie des Terreaux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE TAVERNIER,69381,Lyon 1er Arrondissement,69381000AI0214,45.768512,4.827321,0.7231031225296441,0.4542316927899686,3 Rue Tavernier 69001 Lyon,housenumber,69381_6900_00003,3,3 Rue Tavernier,Rue Tavernier,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE TERME,69381,Lyon 1er Arrondissement,69381000AP0195,45.769513,4.831343,0.6779759330143541,,3 Rue Terme 69001 Lyon,housenumber,69381_6925_00003,3,3 Rue Terme,Rue Terme,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE VALFENIERE,69381,Lyon 1er Arrondissement,69381000AT0088,45.76641,4.832364,0.7298336363636363,,3 Rue Valfenière 69001 Lyon,housenumber,69381_7235_00003,3,3 Rue Valfenière,Rue Valfenière,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 MONTEE DES CARMELITES,69381,Lyon 1er Arrondissement,69381000AH0058,45.769961,4.829126,0.7937345454545454,,30 Montée des Carmélites 69001 Lyon,housenumber,69381_1255_00030,30,30 Montée des Carmélites,Montée des Carmélites,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 PLACE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AB0239,45.770499,4.821325,0.7784390909090909,0.5821196143250689,30 Place des Chartreux 69001 Lyon,housenumber,69381_1545_00030,30,30 Place des Chartreux,Place des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AB0060,45.768399,4.824022,0.7808485893416928,,30 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00030,30,30 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 RUE DE L ANNONCIADE,69381,Lyon 1er Arrondissement,69381000AI0072,45.769765,4.829031,0.7828254545454545,,30 Rue de l'Annonciade 69001 Lyon,housenumber,69381_0295_00030,30,30 Rue de l'Annonciade,Rue de l'Annonciade,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 RUE DES CHARTREUX,69381,Lyon 1er Arrondissement,69381000AD0005,45.771904,4.824682,0.7729893506493506,0.5745823415977961,30 Rue des Chartreux 69001 Lyon,housenumber,69381_1550_00030,30,30 Rue des Chartreux,Rue des Chartreux,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 RUE DES TABLES CLAUDIENNES,69381,Lyon 1er Arrondissement,69381000AO0115,45.771021,4.834794,0.8201525798525797,,30 Rue des Tables Claudiennes 69001 Lyon,housenumber,69381_6880_00030,30,30 Rue des Tables Claudiennes,Rue des Tables Claudiennes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 RUE DU BON PASTEUR,69381,Lyon 1er Arrondissement,69381000AK0104,45.772202,4.829902,0.7800204075235109,0.5186988311688311,30 Rue du Bon Pasteur 69001 Lyon,housenumber,69381_0980_00030,30,30 Rue du Bon Pasteur,Rue du Bon Pasteur,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
30 RUE LANTERNE,69381,Lyon 1er Arrondissement,69381000AV0012,45.76549,4.832041,0.7284603952569169,,30 Rue Lanterne 69001 Lyon,housenumber,69381_4140_00030,30,30 Rue Lanterne,Rue Lanterne,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 QUAI SAINT VINCENT,69381,Lyon 1er Arrondissement,69381000AB0059,45.768437,4.82448,0.7808485893416928,,31 Quai Saint Vincent 69001 Lyon,housenumber,69381_6590_00031,31,31 Quai Saint Vincent,Quai Saint Vincent,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
31 RUE DE L ARBRE SEC,69381,Lyon 1er Arrondissement,69381000AS0042,45.766767,4.837695,0.7781767711598746,,31 Rue de l'Arbre Sec 69001 Lyon,housenumber,69381_0425_00031,31,31 Rue de l'Arbre Sec,Rue de l'Arbre Sec,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
